-6883.7,0.011302,6.7743e-05
-6873.7,0.012109,8.9426e-05
-6863.7,0.013091,0.00010227
-6853.7,0.014154,0.00010625
-6843.7,0.015216,0.000105
-6833.7,0.016255,0.00010481
-6823.7,0.017312,0.00010941
-6813.7,0.018443,0.00011848
-6803.7,0.019682,0.00012869
-6793.7,0.021017,0.00013531
-6783.7,0.022388,0.00013507
-6773.7,0.023718,0.00012539
-6763.7,0.024896,0.00010339
-6753.7,0.025786,6.9765e-05
-6743.7,0.026291,2.9607e-05
-6733.7,0.026378,-6.9675e-06
-6723.7,0.026152,-3.0554e-05
-6713.7,0.025767,-4.1207e-05
-6703.7,0.025328,-4.3483e-05
-6693.7,0.024897,-4.1959e-05
-6683.7,0.024488,-4.2147e-05
-6673.7,0.024054,-4.9721e-05
-6663.7,0.023494,-6.4901e-05
-6653.7,0.022756,-7.8427e-05
-6643.7,0.021925,-8.1569e-05
-6633.7,0.021125,-7.644e-05
-6623.7,0.020397,-6.91e-05
-6613.7,0.019743,-6.2767e-05
-6603.7,0.019141,-5.5643e-05
-6593.7,0.01863,-4.2325e-05
-6583.7,0.018295,-2.2181e-05
-6573.7,0.018186,1.6009e-06
-6563.7,0.018327,2.6217e-05
-6553.7,0.018711,5.0151e-05
-6543.7,0.01933,7.317e-05
-6533.7,0.020174,9.6259e-05
-6523.7,0.021255,0.00012056
-6513.7,0.022585,0.00014374
-6503.7,0.02413,0.00016016
-6493.7,0.025788,0.00016419
-6483.7,0.027414,0.00015489
-6473.7,0.028886,0.0001352
-6463.7,0.030118,0.00011003
-6453.7,0.031087,8.5421e-05
-6443.7,0.031826,6.02e-05
-6433.7,0.032291,3.1285e-05
-6423.7,0.032452,6.8669e-06
-6413.7,0.032428,-4.6688e-06
-6403.7,0.032358,-5.8415e-06
-6393.7,0.032311,-6.0483e-06
-6383.7,0.032237,-1.4462e-05
-6373.7,0.032022,-3.3656e-05
-6363.7,0.031564,-5.8812e-05
-6353.7,0.030846,-8.3834e-05
-6343.7,0.029888,-0.0001074
-6333.7,0.028698,-0.00012328
-6323.7,0.027422,-0.00012275
-6313.7,0.026243,-0.00010913
-6303.7,0.025239,-9.2521e-05
-6293.7,0.024392,-7.8649e-05
-6283.7,0.023666,-6.5711e-05
-6273.7,0.023078,-5.1753e-05
-6263.7,0.022631,-4.075e-05
-6253.7,0.022263,-3.729e-05
-6243.7,0.021886,-4.2068e-05
-6233.7,0.021422,-5.2134e-05
-6223.7,0.020843,-5.9695e-05
-6213.7,0.020228,-5.8391e-05
-6203.7,0.019675,-4.9148e-05
-6193.7,0.019245,-3.5089e-05
-6183.7,0.018973,-2.0095e-05
-6173.7,0.018843,-9.9945e-06
-6163.7,0.018773,-7.8389e-06
-6153.7,0.018686,-1.1087e-05
-6143.7,0.018552,-1.4914e-05
-6133.7,0.018388,-1.5266e-05
-6123.7,0.018246,-1.1626e-05
-6113.7,0.018155,-6.1104e-06
-6103.7,0.018124,-4.3242e-08
-6093.7,0.018155,4.8143e-06
-6083.7,0.01822,7.101e-06
-6073.7,0.018297,8.4361e-06
-6063.7,0.018389,1.169e-05
-6053.7,0.01853,1.7576e-05
-6043.7,0.018741,2.5309e-05
-6033.7,0.019037,3.6242e-05
-6023.7,0.019466,5.1529e-05
-6013.7,0.020067,7.0279e-05
-6003.7,0.020871,9.1947e-05
-5993.7,0.021906,0.00011469
-5983.7,0.023165,0.00013564
-5973.7,0.024619,0.00015315
-5963.7,0.026228,0.00016375
-5953.7,0.027894,0.00016249
-5943.7,0.029478,0.00014629
-5933.7,0.030819,0.00011423
-5923.7,0.031762,6.849e-05
-5913.7,0.032189,8.1544e-06
-5903.7,0.031925,-6.466e-05
-5893.7,0.030896,-0.00013196
-5883.7,0.029286,-0.00017686
-5873.7,0.027359,-0.00019716
-5863.7,0.025343,-0.00019809
-5853.7,0.023397,-0.0001873
-5843.7,0.021597,-0.00016916
-5833.7,0.020014,-0.00014403
-5823.7,0.018717,-0.0001127
-5813.7,0.01776,-7.6872e-05
-5803.7,0.017179,-3.8965e-05
-5793.7,0.016981,-2.2371e-06
-5783.7,0.017134,2.8826e-05
-5773.7,0.017557,4.9547e-05
-5763.7,0.018125,5.7265e-05
-5753.7,0.018702,5.2019e-05
-5743.7,0.019166,3.9467e-05
-5733.7,0.019492,3.1568e-05
-5723.7,0.019797,3.6654e-05
-5713.7,0.020225,5.2668e-05
-5703.7,0.02085,7.1818e-05
-5693.7,0.021661,8.6597e-05
-5683.7,0.022582,9.0565e-05
-5673.7,0.023472,7.8603e-05
-5663.7,0.024154,5.6138e-05
-5653.7,0.024595,3.5943e-05
-5643.7,0.024873,2.2839e-05
-5633.7,0.025052,1.5383e-05
-5623.7,0.025181,1.4358e-05
-5613.7,0.025339,2.1601e-05
-5603.7,0.025613,3.523e-05
-5593.7,0.026044,5.0779e-05
-5583.7,0.026629,6.3497e-05
-5573.7,0.027314,7.0082e-05
-5563.7,0.02803,7.0746e-05
-5553.7,0.028729,6.8594e-05
-5543.7,0.029402,6.2821e-05
-5533.7,0.029985,4.2328e-05
-5523.7,0.030249,3.8776e-06
-5513.7,0.030063,-3.5003e-05
-5503.7,0.029549,-5.5277e-05
-5493.7,0.028957,-4.8388e-05
-5483.7,0.028581,-1.4388e-05
-5473.7,0.028669,3.9183e-05
-5463.7,0.029364,9.8484e-05
-5453.7,0.030639,0.00014604
-5443.7,0.032285,0.00016472
-5433.7,0.033933,0.00014069
-5423.7,0.035099,7.4966e-05
-5413.7,0.035433,-7.3886e-06
-5403.7,0.034951,-7.6189e-05
-5393.7,0.033909,-0.0001216
-5383.7,0.032519,-0.00014585
-5373.7,0.030992,-0.00014814
-5363.7,0.029556,-0.0001345
-5353.7,0.028302,-0.00011542
-5343.7,0.027248,-9.387e-05
-5333.7,0.026424,-7.1812e-05
-5323.7,0.025812,-5.6651e-05
-5313.7,0.025291,-5.6022e-05
-5303.7,0.024691,-6.7443e-05
-5293.7,0.023943,-8.3169e-05
-5283.7,0.023028,-9.4893e-05
-5273.7,0.022045,-9.138e-05
-5263.7,0.0212,-7.2911e-05
-5253.7,0.020586,-5.001e-05
-5243.7,0.0202,-2.7464e-05
-5233.7,0.020037,-4.7977e-06
-5223.7,0.020104,1.6833e-05
-5213.7,0.020374,3.2437e-05
-5203.7,0.020753,3.9933e-05
-5193.7,0.021173,4.7014e-05
-5183.7,0.021693,6.4764e-05
-5173.7,0.022468,9.5869e-05
-5163.7,0.023611,0.00013314
-5153.7,0.025131,0.00016473
-5143.7,0.026905,0.00018173
-5133.7,0.028765,0.00018432
-5123.7,0.030592,0.00017291
-5113.7,0.032224,0.00014066
-5103.7,0.033405,8.6534e-05
-5093.7,0.033954,2.5089e-05
-5083.7,0.033907,-2.6682e-05
-5073.7,0.033421,-6.1202e-05
-5063.7,0.032683,-7.4265e-05
-5053.7,0.031935,-6.7327e-05
-5043.7,0.031336,-5.4086e-05
-5033.7,0.030854,-4.4932e-05
-5023.7,0.030438,-3.5854e-05
-5013.7,0.030136,-2.3301e-05
-5003.7,0.029972,-1.5371e-05
-4993.7,0.029829,-1.5096e-05
-4983.7,0.02967,-1.2635e-05
-4973.7,0.029576,-5.655e-06
-4963.7,0.029557,-3.8516e-06
-4953.7,0.029499,-1.774e-05
-4943.7,0.029202,-4.9604e-05
-4933.7,0.028507,-8.8225e-05
-4923.7,0.027437,-0.00011742
-4913.7,0.026159,-0.00012589
-4903.7,0.02492,-0.00011098
-4893.7,0.023939,-8.0913e-05
-4883.7,0.023301,-4.8895e-05
-4873.7,0.022961,-2.6742e-05
-4863.7,0.022766,-2.2167e-05
-4853.7,0.022518,-4.0492e-05
-4843.7,0.021957,-7.8923e-05
-4833.7,0.020939,-0.00012113
-4823.7,0.019534,-0.0001531
-4813.7,0.017877,-0.00016893
-4803.7,0.016155,-0.00016572
-4793.7,0.014563,-0.00014584
-4783.7,0.013239,-0.00011641
-4773.7,0.012235,-8.5183e-05
-4763.7,0.011535,-5.7439e-05
-4753.7,0.011086,-3.56e-05
-4743.7,0.010823,-2.0874e-05
-4733.7,0.010668,-1.5527e-05
-4723.7,0.010512,-2.064e-05
-4713.7,0.010256,-3.1797e-05
-4703.7,0.0098765,-4.1653e-05
-4693.7,0.0094226,-4.5696e-05
-4683.7,0.0089625,-4.3674e-05
-4673.7,0.0085491,-3.73e-05
-4663.7,0.0082165,-2.7944e-05
-4653.7,0.0079902,-1.659e-05
-4643.7,0.0078847,-5.1001e-06
-4633.7,0.0078882,4.4518e-06
-4623.7,0.0079738,1.2151e-05
-4613.7,0.0081313,1.9553e-05
-4603.7,0.0083648,2.7358e-05
-4593.7,0.0086784,3.5165e-05
-4583.7,0.0090681,4.1466e-05
-4573.7,0.0095077,4.5278e-05
-4563.7,0.0099737,4.6976e-05
-4553.7,0.010447,4.5792e-05
-4543.7,0.01089,4.1219e-05
-4533.7,0.011272,3.4638e-05
-4523.7,0.011582,2.7746e-05
-4513.7,0.011827,2.2778e-05
-4503.7,0.012038,2.0877e-05
-4493.7,0.012244,2.034e-05
-4483.7,0.012445,1.8919e-05
-4473.7,0.012622,1.5382e-05
-4463.7,0.012752,9.3611e-06
-4453.7,0.01281,1.596e-06
-4443.7,0.012784,-5.5054e-06
-4433.7,0.0127,-8.9838e-06
-4423.7,0.012605,-8.032e-06
-4413.7,0.012539,-4.8113e-06
-4403.7,0.012508,-2.6085e-06
-4393.7,0.012487,-3.9616e-06
-4383.7,0.012429,-1.1394e-05
-4373.7,0.012259,-2.4972e-05
-4363.7,0.01193,-3.8939e-05
-4353.7,0.01148,-4.6442e-05
-4343.7,0.011001,-4.4714e-05
-4333.7,0.010586,-3.4909e-05
-4323.7,0.010303,-2.0208e-05
-4313.7,0.010182,-4.5943e-06
-4303.7,0.010211,8.1758e-06
-4293.7,0.010345,1.7343e-05
-4283.7,0.010558,2.4983e-05
-4273.7,0.010845,3.1292e-05
-4263.7,0.011183,3.3677e-05
-4253.7,0.011518,3.0212e-05
-4243.7,0.011788,2.2178e-05
-4233.7,0.011962,1.2968e-05
-4223.7,0.012047,5.1568e-06
-4213.7,0.012065,6.2509e-07
-4203.7,0.01206,4.2089e-07
-4193.7,0.012074,2.4474e-06
-4183.7,0.012109,3.2503e-06
-4173.7,0.012139,1.7386e-06
-4163.7,0.012143,-9.0841e-07
-4153.7,0.01212,-3.1053e-06
-4143.7,0.012081,-4.3389e-06
-4133.7,0.012034,-4.5086e-06
-4123.7,0.011991,-2.5627e-06
-4113.7,0.011982,2.4616e-06
-4103.7,0.01204,9.4928e-06
